,vsini180,vsini185
T25000logg3.2,"{'H$\\beta$: 4861.33': 44.03349352202432, 'He I: 4921.93': 31.671491771749242, 'He I: 5015.68': 6.675844410864497, 'He II: 5411.53': 44.62427197130137, 'He I: 5875.66': 4.258053482191166, 'He II: 4199.83': 3.0562004430970915, 'H$\\gamma$: 4340.46': 5.657151360523779, 'H11: 3770.63': 19.6688818160693, 'H10: 3797.90': 23.235888806348374, 'He I: 3819.62': 3.7996800511507174, 'H9: 3835.38': 13.9917875860705, 'H8: 3889.05': 7.833938102917103}","{'H$\\beta$: 4861.33': 43.41322276457725, 'He I: 4921.93': 30.67265160740232, 'He I: 5015.68': 6.330738085778531, 'He II: 5411.53': 44.77205586819074, 'He I: 5875.66': 3.5067132088599484, 'He II: 4199.83': 3.064181189642047, 'H$\\gamma$: 4340.46': 5.600645540442282, 'H11: 3770.63': 19.473224397513707, 'H10: 3797.90': 22.972376682885468, 'He I: 3819.62': 3.6773574338548083, 'H9: 3835.38': 13.824556506586053, 'H8: 3889.05': 7.73115459760962}"
T25000logg3.4,"{'H$\\beta$: 4861.33': 64.60691920240396, 'He I: 4921.93': 44.223402246457056, 'He I: 5015.68': 8.386377698109731, 'He II: 5411.53': 53.85998109794412, 'He I: 5875.66': 4.162960490688438, 'He II: 4199.83': 3.7324105173789595, 'H$\\gamma$: 4340.46': 8.919974401047307, 'H11: 3770.63': 27.073339548033566, 'H10: 3797.90': 32.10686401479693, 'He I: 3819.62': 5.609294883224675, 'H9: 3835.38': 21.825108919973932, 'H8: 3889.05': 13.169546430259183}","{'H$\\beta$: 4861.33': 64.06029795109724, 'He I: 4921.93': 42.98889464662511, 'He I: 5015.68': 7.99198278825914, 'He II: 5411.53': 53.93271200578107, 'He I: 5875.66': 3.404786678060481, 'He II: 4199.83': 3.734769939543321, 'H$\\gamma$: 4340.46': 8.874212975110916, 'H11: 3770.63': 26.880826869988343, 'H10: 3797.90': 31.840484497361544, 'He I: 3819.62': 5.460451050807381, 'H9: 3835.38': 21.647584256647445, 'H8: 3889.05': 13.07768190305705}"
T25000logg3.6,"{'H$\\beta$: 4861.33': 77.50522058052329, 'He I: 4921.93': 48.35331494590038, 'He I: 5015.68': 8.376211012454126, 'He II: 5411.53': 59.43617583839138, 'He I: 5875.66': 4.027039671112872, 'He II: 4199.83': 4.158019208133506, 'H$\\gamma$: 4340.46': 11.186442462678693, 'H11: 3770.63': 30.64639737044426, 'H10: 3797.90': 37.07384850925861, 'He I: 3819.62': 7.330893925211894, 'H9: 3835.38': 27.228680270214568, 'H8: 3889.05': 17.299447143421705}","{'H$\\beta$: 4861.33': 77.00072159567645, 'He I: 4921.93': 47.07992075388434, 'He I: 5015.68': 7.998411054496776, 'He II: 5411.53': 59.46043885774192, 'He I: 5875.66': 3.2839160518949324, 'He II: 4199.83': 4.156742847411164, 'H$\\gamma$: 4340.46': 11.14083122272268, 'H11: 3770.63': 30.473464048304454, 'H10: 3797.90': 36.81966017813514, 'He I: 3819.62': 7.16690799738282, 'H9: 3835.38': 27.04896967692218, 'H8: 3889.05': 17.21545572000558}"
T25000logg3.8,"{'H$\\beta$: 4861.33': 93.6282612396783, 'He I: 4921.93': 48.23480855494201, 'He I: 5015.68': 8.08777597086781, 'He II: 5411.53': 61.70082716605738, 'He I: 5875.66': 4.194375323902786, 'He II: 4199.83': 4.442993454585533, 'H$\\gamma$: 4340.46': 13.484884998955177, 'H11: 3770.63': 32.71317748845666, 'H10: 3797.90': 40.432910357783484, 'He I: 3819.62': 8.987926954459393, 'H9: 3835.38': 31.158700795668683, 'H8: 3889.05': 20.864525445557298}","{'H$\\beta$: 4861.33': 93.0324037741302, 'He I: 4921.93': 47.004102607751264, 'He I: 5015.68': 7.731348305080806, 'He II: 5411.53': 61.7063171655385, 'He I: 5875.66': 3.424911075291964, 'He II: 4199.83': 4.440161232100882, 'H$\\gamma$: 4340.46': 13.427182483549911, 'H11: 3770.63': 32.5566007756273, 'H10: 3797.90': 40.19010618200919, 'He I: 3819.62': 8.815305688072982, 'H9: 3835.38': 30.97952724008875, 'H8: 3889.05': 20.781615215940782}"
T25000logg4.0,"{'H$\\beta$: 4861.33': 97.68034808160334, 'He I: 4921.93': 52.12972360581315, 'He I: 5015.68': 8.56695112334622, 'He II: 5411.53': 62.62905776333731, 'He I: 5875.66': 4.13414428094402, 'He II: 4199.83': 4.550088425724491, 'H$\\gamma$: 4340.46': 16.28157639673748, 'H11: 3770.63': 35.359810841149674, 'H10: 3797.90': 44.289182174128605, 'He I: 3819.62': 11.322870463443255, 'H9: 3835.38': 35.30539261219551, 'H8: 3889.05': 25.584156854517296}","{'H$\\beta$: 4861.33': 97.30218390458133, 'He I: 4921.93': 50.8675333184051, 'He I: 5015.68': 8.20240828309128, 'He II: 5411.53': 62.628517770514854, 'He I: 5875.66': 3.3850563663041746, 'He II: 4199.83': 4.546882807394584, 'H$\\gamma$: 4340.46': 16.223449297805395, 'H11: 3770.63': 35.22012806866237, 'H10: 3797.90': 44.060634487192054, 'He I: 3819.62': 11.140348227665752, 'H9: 3835.38': 35.13289717121588, 'H8: 3889.05': 25.505727814540517}"
T25000logg4.2,"{'H$\\beta$: 4861.33': 139.1846646844587, 'He I: 4921.93': 60.220469769719436, 'He I: 5015.68': 9.193140671865313, 'He II: 5411.53': 57.33464504021656, 'He I: 5875.66': 5.281682095993093, 'He II: 4199.83': 4.4102889032517405, 'H$\\gamma$: 4340.46': 22.277423854701247, 'H11: 3770.63': 39.120947566925885, 'H10: 3797.90': 49.69175888324738, 'He I: 3819.62': 13.93610703925108, 'H9: 3835.38': 42.196564413358495, 'H8: 3889.05': 32.25564671389051}","{'H$\\beta$: 4861.33': 138.55071283959165, 'He I: 4921.93': 58.84641052416414, 'He I: 5015.68': 8.811587030619586, 'He II: 5411.53': 57.37757016628453, 'He I: 5875.66': 4.430370021133176, 'He II: 4199.83': 4.407944768614102, 'H$\\gamma$: 4340.46': 22.196805069433704, 'H11: 3770.63': 38.990085368966454, 'H10: 3797.90': 49.468576809424164, 'He I: 3819.62': 13.743063976743715, 'H9: 3835.38': 42.010814517643134, 'H8: 3889.05': 32.17328555037666}"
T26000logg2.8,"{'H$\\beta$: 4861.33': 4.460182646237904, 'He I: 4921.93': 2.9661573921650977, 'He I: 5015.68': 3.040798248376732, 'He II: 5411.53': 34.62618709928204, 'He I: 5875.66': 5.08384482825986, 'He II: 4199.83': 4.265336854683533, 'H$\\gamma$: 4340.46': 2.5987601155174618, 'H11: 3770.63': 2.1716008962430395, 'H10: 3797.90': 2.136276550769924, 'He I: 3819.62': 1.223829909005924, 'H9: 3835.38': 1.7457133515657357, 'H8: 3889.05': 2.531679444128654}","{'H$\\beta$: 4861.33': 3.835674324596879, 'He I: 4921.93': 2.872154748396327, 'He I: 5015.68': 2.836468650615157, 'He II: 5411.53': 34.87095415392914, 'He I: 5875.66': 4.364455187193235, 'He II: 4199.83': 4.279465739469154, 'H$\\gamma$: 4340.46': 2.4779134135506835, 'H11: 3770.63': 2.0806868433555628, 'H10: 3797.90': 1.9782878066797789, 'He I: 3819.62': 1.1769271977981768, 'H9: 3835.38': 1.6471943945684677, 'H8: 3889.05': 2.4505459653649275}"
T26000logg3.0,"{'H$\\beta$: 4861.33': 47.59111874784286, 'He I: 4921.93': 20.566125264806185, 'He I: 5015.68': 7.480619328305496, 'He II: 5411.53': 24.983483576764268, 'He I: 5875.66': 6.074275064342528, 'He II: 4199.83': 2.091022650964983, 'H$\\gamma$: 4340.46': 4.362776754551937, 'H11: 3770.63': 11.362994999288286, 'H10: 3797.90': 13.1131218143859, 'He I: 3819.62': 2.5736862598021064, 'H9: 3835.38': 6.795199575969943, 'H8: 3889.05': 4.373521226873914}","{'H$\\beta$: 4861.33': 46.5168432955237, 'He I: 4921.93': 19.76051620602995, 'He I: 5015.68': 7.078516118012287, 'He II: 5411.53': 25.24615056885064, 'He I: 5875.66': 5.034239458371479, 'He II: 4199.83': 2.10589729425817, 'H$\\gamma$: 4340.46': 4.254704677982244, 'H11: 3770.63': 11.09773932034466, 'H10: 3797.90': 12.824303836703484, 'He I: 3819.62': 2.470886257679551, 'H9: 3835.38': 6.570536772123949, 'H8: 3889.05': 4.2324102449717955}"
T26000logg3.2,"{'H$\\beta$: 4861.33': 53.194964101838124, 'He I: 4921.93': 28.057494932549606, 'He I: 5015.68': 6.304290147206273, 'He II: 5411.53': 38.17716130653251, 'He I: 5875.66': 4.7092198492200295, 'He II: 4199.83': 2.6279133648159463, 'H$\\gamma$: 4340.46': 5.889129034936902, 'H11: 3770.63': 18.244703263575047, 'H10: 3797.90': 21.430330615023095, 'He I: 3819.62': 3.351289865889965, 'H9: 3835.38': 12.860275478323711, 'H8: 3889.05': 7.487019729762985}","{'H$\\beta$: 4861.33': 52.261319272936575, 'He I: 4921.93': 27.10509612281045, 'He I: 5015.68': 5.9636539391550905, 'He II: 5411.53': 38.369738525802674, 'He I: 5875.66': 3.863683090350341, 'He II: 4199.83': 2.6389419017922773, 'H$\\gamma$: 4340.46': 5.792060546258818, 'H11: 3770.63': 18.037669899810822, 'H10: 3797.90': 21.152935897415826, 'He I: 3819.62': 3.23639280453025, 'H9: 3835.38': 12.674746334896003, 'H8: 3889.05': 7.361054262719548}"
T26000logg3.4,"{'H$\\beta$: 4861.33': 74.31203342715877, 'He I: 4921.93': 41.338973729520404, 'He I: 5015.68': 7.695914908176922, 'He II: 5411.53': 50.544990764284236, 'He I: 5875.66': 4.5133391620275525, 'He II: 4199.83': 3.295994451336149, 'H$\\gamma$: 4340.46': 9.33752795541995, 'H11: 3770.63': 26.058530955532618, 'H10: 3797.90': 30.2462189594393, 'He I: 3819.62': 5.09685662282056, 'H9: 3835.38': 18.280186199832603, 'H8: 3889.05': 13.3106205649585}","{'H$\\beta$: 4861.33': 73.58032743752366, 'He I: 4921.93': 40.161880603087205, 'He I: 5015.68': 7.313436683841837, 'He II: 5411.53': 50.64325775726433, 'He I: 5875.66': 3.692260227143148, 'He II: 4199.83': 3.3008673399413815, 'H$\\gamma$: 4340.46': 9.268270537187217, 'H11: 3770.63': 25.861600612819817, 'H10: 3797.90': 29.98372339288929, 'He I: 3819.62': 4.953141004563087, 'H9: 3835.38': 18.099400491548185, 'H8: 3889.05': 13.206284554297273}"
T26000logg3.6,"{'H$\\beta$: 4861.33': 78.14635875979819, 'He I: 4921.93': 43.34405406280085, 'He I: 5015.68': 7.421813962244701, 'He II: 5411.53': 55.73996718617893, 'He I: 5875.66': 3.7295382491702465, 'He II: 4199.83': 3.7976382950869305, 'H$\\gamma$: 4340.46': 10.935131285416363, 'H11: 3770.63': 29.70133122186423, 'H10: 3797.90': 36.18676184178764, 'He I: 3819.62': 6.500249799913277, 'H9: 3835.38': 26.812348562098766, 'H8: 3889.05': 16.69392578905812}","{'H$\\beta$: 4861.33': 77.59238709342722, 'He I: 4921.93': 42.152377620883264, 'He I: 5015.68': 7.067663244177287, 'He II: 5411.53': 55.79658508752188, 'He I: 5875.66': 3.0524860173107284, 'He II: 4199.83': 3.7986579795801703, 'H$\\gamma$: 4340.46': 10.882535737952029, 'H11: 3770.63': 29.526082573483933, 'H10: 3797.90': 35.927496054095364, 'He I: 3819.62': 6.3489764257293215, 'H9: 3835.38': 26.62633695896953, 'H8: 3889.05': 16.60561849000191}"
T26000logg3.8,"{'H$\\beta$: 4861.33': 108.43770608347158, 'He I: 4921.93': 46.374387925221825, 'He I: 5015.68': 7.250918161681728, 'He II: 5411.53': 59.72308262237594, 'He I: 5875.66': 4.504264623605283, 'He II: 4199.83': 4.270900865628641, 'H$\\gamma$: 4340.46': 14.509866681316751, 'H11: 3770.63': 32.44722990472579, 'H10: 3797.90': 40.26404717249926, 'He I: 3819.62': 8.557312516004883, 'H9: 3835.38': 31.496844223564324, 'H8: 3889.05': 21.393318307688187}","{'H$\\beta$: 4861.33': 107.67490764362985, 'He I: 4921.93': 45.17926059551856, 'He I: 5015.68': 6.908724093361742, 'He II: 5411.53': 59.74608196874492, 'He I: 5875.66': 3.686739626680067, 'He II: 4199.83': 4.269460407561826, 'H$\\gamma$: 4340.46': 14.43531618491248, 'H11: 3770.63': 32.29119847897996, 'H10: 3797.90': 40.02225245972798, 'He I: 3819.62': 8.391083146318358, 'H9: 3835.38': 31.314131359849743, 'H8: 3889.05': 21.307001670435998}"
T26000logg4.0,"{'H$\\beta$: 4861.33': 120.36158121724603, 'He I: 4921.93': 54.21916035939057, 'He I: 5015.68': 8.206323403676192, 'He II: 5411.53': 57.74687017832965, 'He I: 5875.66': 3.724690273295763, 'He II: 4199.83': 4.229459290913578, 'H$\\gamma$: 4340.46': 17.69330072590957, 'H11: 3770.63': 35.90018245741493, 'H10: 3797.90': 45.26748951607622, 'He I: 3819.62': 10.58917359427357, 'H9: 3835.38': 37.98235500687255, 'H8: 3889.05': 26.526409550723596}","{'H$\\beta$: 4861.33': 119.76164803628079, 'He I: 4921.93': 52.897333296901465, 'He I: 5015.68': 7.841259919199701, 'He II: 5411.53': 57.78276036975685, 'He I: 5875.66': 3.035227879113513, 'He II: 4199.83': 4.227744260863672, 'H$\\gamma$: 4340.46': 17.630271921378068, 'H11: 3770.63': 35.756266020988534, 'H10: 3797.90': 45.03362376297892, 'He I: 3819.62': 10.415361072111669, 'H9: 3835.38': 37.78748640547853, 'H8: 3889.05': 26.445117909977743}"
T26000logg4.2,"{'H$\\beta$: 4861.33': 115.2460195496206, 'He I: 4921.93': 49.97556062508472, 'He I: 5015.68': 7.346753177521915, 'He II: 5411.53': 62.10281124525054, 'He I: 5875.66': 3.899752124962726, 'He II: 4199.83': 4.569428818382507, 'H$\\gamma$: 4340.46': 17.688962180135423, 'H11: 3770.63': 33.527518395602655, 'H10: 3797.90': 43.13430412510848, 'He I: 3819.62': 12.520455583124251, 'H9: 3835.38': 35.44799076743562, 'H8: 3889.05': 27.517689406071316}","{'H$\\beta$: 4861.33': 114.69949804751087, 'He I: 4921.93': 48.81383344891221, 'He I: 5015.68': 7.022902193162353, 'He II: 5411.53': 62.1118093075879, 'He I: 5875.66': 3.198701435620474, 'He II: 4199.83': 4.566564798866928, 'H$\\gamma$: 4340.46': 17.628411534208297, 'H11: 3770.63': 33.41440445223293, 'H10: 3797.90': 42.93527392903138, 'He I: 3819.62': 12.345018946119142, 'H9: 3835.38': 35.29516876588123, 'H8: 3889.05': 27.448679795930072}"
T26000logg4.4,"{'H$\\beta$: 4861.33': 112.85397642428396, 'He I: 4921.93': 54.449174912032014, 'He I: 5015.68': 7.6969571655147835, 'He II: 5411.53': 63.04700187867889, 'He I: 5875.66': 3.7136946655475707, 'He II: 4199.83': 4.625778201443762, 'H$\\gamma$: 4340.46': 19.229734317952747, 'H11: 3770.63': 33.36638467737861, 'H10: 3797.90': 43.93089109992281, 'He I: 3819.62': 14.619231887536898, 'H9: 3835.38': 37.30716986384818, 'H8: 3889.05': 30.377598335213644}","{'H$\\beta$: 4861.33': 112.44292292273164, 'He I: 4921.93': 53.24491851328736, 'He I: 5015.68': 7.366994578634972, 'He II: 5411.53': 63.046136555119546, 'He I: 5875.66': 3.068664570697177, 'He II: 4199.83': 4.622481570647277, 'H$\\gamma$: 4340.46': 19.173531946781626, 'H11: 3770.63': 33.271244396434355, 'H10: 3797.90': 43.74989845248726, 'He I: 3819.62': 14.444561000824965, 'H9: 3835.38': 37.165081600540816, 'H8: 3889.05': 30.31461752442315}"
T27000logg3.0,"{'H$\\beta$: 4861.33': 27.31503086382205, 'He I: 4921.93': 4.534480610632897, 'He I: 5015.68': 2.9836348093181377, 'He II: 5411.53': 23.246449805418095, 'He I: 5875.66': 4.363821206278493, 'He II: 4199.83': 2.4201292545496766, 'H$\\gamma$: 4340.46': 1.577210251116297, 'H11: 3770.63': 6.2594365036341735, 'H10: 3797.90': 7.009800101844779, 'He I: 3819.62': 1.3597477550220174, 'H9: 3835.38': 3.6202528337275885, 'H8: 3889.05': 1.981574311569103}","{'H$\\beta$: 4861.33': 26.330830550290205, 'He I: 4921.93': 4.2601684420707056, 'He I: 5015.68': 2.805625946552274, 'He II: 5411.53': 23.504503581538817, 'He I: 5875.66': 3.883511459589271, 'He II: 4199.83': 2.4357963534345695, 'H$\\gamma$: 4340.46': 1.452127654699562, 'H11: 3770.63': 6.073635266578649, 'H10: 3797.90': 6.774430294637809, 'He I: 3819.62': 1.312149348637851, 'H9: 3835.38': 3.4649779315960942, 'H8: 3889.05': 1.8647776720097093}"
T27000logg3.2,"{'H$\\beta$: 4861.33': 13.985610995605116, 'He I: 4921.93': 2.7073889428560536, 'He I: 5015.68': 1.9704411466963694, 'He II: 5411.53': 2.737500186841463, 'He I: 5875.66': 9.65873175284423, 'He II: 4199.83': 0.7607096858815402, 'H$\\gamma$: 4340.46': 1.1072616419462074, 'H11: 3770.63': 9.665493823797958, 'H10: 3797.90': 7.573941705537953, 'He I: 3819.62': 1.0796077076308248, 'H9: 3835.38': 3.4015892184051952, 'H8: 3889.05': 1.615900411933468}","{'H$\\beta$: 4861.33': 13.573925661685905, 'He I: 4921.93': 2.5284867744794908, 'He I: 5015.68': 1.9222051673218457, 'He II: 5411.53': 2.8512029496634828, 'He I: 5875.66': 9.59860250329568, 'He II: 4199.83': 0.7324841103498718, 'H$\\gamma$: 4340.46': 1.057157187634197, 'H11: 3770.63': 9.57537456795763, 'H10: 3797.90': 7.434911645220167, 'He I: 3819.62': 1.0669615636193233, 'H9: 3835.38': 3.322840808612403, 'H8: 3889.05': 1.5575812933655542}"
T27000logg3.4,"{'H$\\beta$: 4861.33': 64.55870368074432, 'He I: 4921.93': 32.384583612813415, 'He I: 5015.68': 6.1603931730120705, 'He II: 5411.53': 46.74213612492276, 'He I: 5875.66': 4.174335956786415, 'He II: 4199.83': 3.001510552932809, 'H$\\gamma$: 4340.46': 7.7670802189462504, 'H11: 3770.63': 22.375253248309413, 'H10: 3797.90': 27.03882443006296, 'He I: 3819.62': 4.318640542807588, 'H9: 3835.38': 17.850172565149048, 'H8: 3889.05': 11.100923663568214}","{'H$\\beta$: 4861.33': 63.84320370659717, 'He I: 4921.93': 31.396090286476888, 'He I: 5015.68': 5.835166224405823, 'He II: 5411.53': 46.86999820900129, 'He I: 5875.66': 3.4168079262317446, 'He II: 4199.83': 3.0079635429061833, 'H$\\gamma$: 4340.46': 7.692853539316532, 'H11: 3770.63': 22.187882462666142, 'H10: 3797.90': 26.77680701809813, 'He I: 3819.62': 4.1911917281914945, 'H9: 3835.38': 17.673685905794557, 'H8: 3889.05': 10.996290912950299}"
T27000logg3.6,"{'H$\\beta$: 4861.33': 85.02512590108661, 'He I: 4921.93': 29.851682772135618, 'He I: 5015.68': 4.044225066235664, 'He II: 5411.53': 53.086316471752184, 'He I: 5875.66': 3.950282864544788, 'He II: 4199.83': 3.4907408685838823, 'H$\\gamma$: 4340.46': 11.160868042017636, 'H11: 3770.63': 29.971124732605368, 'H10: 3797.90': 35.881983098932594, 'He I: 3819.62': 4.976448461539479, 'H9: 3835.38': 28.199706550401782, 'H8: 3889.05': 16.985944134536975}","{'H$\\beta$: 4861.33': 84.35985068527323, 'He I: 4921.93': 28.965156566862778, 'He I: 5015.68': 3.828736743617216, 'He II: 5411.53': 53.15919979082377, 'He I: 5875.66': 3.630739157700373, 'He II: 4199.83': 3.4939257233633008, 'H$\\gamma$: 4340.46': 11.084575328816111, 'H11: 3770.63': 29.78935080822006, 'H10: 3797.90': 35.618499373479274, 'He I: 3819.62': 4.861191370962923, 'H9: 3835.38': 27.99497868008275, 'H8: 3889.05': 16.883800496383547}"
T27000logg3.8,"{'H$\\beta$: 4861.33': 95.42311920359242, 'He I: 4921.93': 42.86694323598352, 'He I: 5015.68': 6.696841146927095, 'He II: 5411.53': 53.549626811601826, 'He I: 5875.66': 3.968113360249146, 'He II: 4199.83': 3.685379651941217, 'H$\\gamma$: 4340.46': 12.616644621303083, 'H11: 3770.63': 29.529800676963962, 'H10: 3797.90': 36.839392910990945, 'He I: 3819.62': 7.403194654657481, 'H9: 3835.38': 28.298642112604924, 'H8: 3889.05': 19.068542045382138}","{'H$\\beta$: 4861.33': 94.78235969031374, 'He I: 4921.93': 41.72672738674809, 'He I: 5015.68': 6.369179121531156, 'He II: 5411.53': 53.616320486838, 'He I: 5875.66': 3.236784483878187, 'He II: 4199.83': 3.6866748828974734, 'H$\\gamma$: 4340.46': 12.552009587017821, 'H11: 3770.63': 29.380164265015395, 'H10: 3797.90': 36.60591237141008, 'He I: 3819.62': 7.251329220181114, 'H9: 3835.38': 28.124976498238563, 'H8: 3889.05': 18.985396870893762}"
T27000logg4.0,"{'H$\\beta$: 4861.33': 97.98204429480606, 'He I: 4921.93': 47.20617756258364, 'He I: 5015.68': 6.946038390472153, 'He II: 5411.53': 53.48164917928183, 'He I: 5875.66': 3.2696677415526554, 'He II: 4199.83': 3.8823815509103285, 'H$\\gamma$: 4340.46': 14.62420700817018, 'H11: 3770.63': 32.337657287470066, 'H10: 3797.90': 40.86356985160965, 'He I: 3819.62': 9.485405553178921, 'H9: 3835.38': 33.26923061840091, 'H8: 3889.05': 23.64532726876395}","{'H$\\beta$: 4861.33': 97.6149192229549, 'He I: 4921.93': 46.02480777788987, 'He I: 5015.68': 6.618109480298097, 'He II: 5411.53': 53.545826814046535, 'He I: 5875.66': 2.666101034751544, 'He II: 4199.83': 3.88242204522297, 'H$\\gamma$: 4340.46': 14.582085192173349, 'H11: 3770.63': 32.20632426000074, 'H10: 3797.90': 40.64852001736941, 'He I: 3819.62': 9.32387255187766, 'H9: 3835.38': 33.09834694848202, 'H8: 3889.05': 23.5745567691908}"
T27000logg4.2,"{'H$\\beta$: 4861.33': 108.43974993154362, 'He I: 4921.93': 50.21179149642115, 'He I: 5015.68': 6.951072035705081, 'He II: 5411.53': 60.20332876610526, 'He I: 5875.66': 3.3092497798545786, 'He II: 4199.83': 4.314636494252996, 'H$\\gamma$: 4340.46': 16.399615847433328, 'H11: 3770.63': 31.83740364257765, 'H10: 3797.90': 41.39352593928275, 'He I: 3819.62': 11.631298734228883, 'H9: 3835.38': 34.65383496941401, 'H8: 3889.05': 26.413103818832774}","{'H$\\beta$: 4861.33': 108.0689440768126, 'He I: 4921.93': 49.02242083876846, 'He I: 5015.68': 6.630048925329592, 'He II: 5411.53': 60.221382085856206, 'He I: 5875.66': 2.6955421545308567, 'He II: 4199.83': 4.312630460643098, 'H$\\gamma$: 4340.46': 16.35662936949709, 'H11: 3770.63': 31.72945778715211, 'H10: 3797.90': 41.20171745841139, 'He I: 3819.62': 11.465733721032466, 'H9: 3835.38': 34.49930769181385, 'H8: 3889.05': 26.349952012510254}"
T27000logg4.4,"{'H$\\beta$: 4861.33': 116.37265342193206, 'He I: 4921.93': 52.31658081497052, 'He I: 5015.68': 6.841543512740776, 'He II: 5411.53': 59.53576678928537, 'He I: 5875.66': 3.509285957282565, 'He II: 4199.83': 4.391074338322481, 'H$\\gamma$: 4340.46': 18.809095406961397, 'H11: 3770.63': 31.47443026121081, 'H10: 3797.90': 41.88853283815154, 'He I: 3819.62': 13.869310792937124, 'H9: 3835.38': 36.32193768764773, 'H8: 3889.05': 29.53624788617702}","{'H$\\beta$: 4861.33': 116.02634709805702, 'He I: 4921.93': 51.15324599820995, 'He I: 5015.68': 6.533573249837597, 'He II: 5411.53': 59.5588360661925, 'He I: 5875.66': 2.8868713142371263, 'He II: 4199.83': 4.3886792911355315, 'H$\\gamma$: 4340.46': 18.760888949718776, 'H11: 3770.63': 31.386273246107372, 'H10: 3797.90': 41.718781195625304, 'He I: 3819.62': 13.70240427937671, 'H9: 3835.38': 36.18081526760065, 'H8: 3889.05': 29.47922100834483}"
